item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
PC-07,1,review,RAD_2022_Jan,Patient Care,Patient Interactions and Management,4,chest,,cooperation,pediatric communication,general radiography,A young child is crying and resisting positioning for a chest radiograph. What is the best initial strategy?,Restrain the child immediately to prevent repeats,Use age-appropriate explanation and enlist a parent/guardian to comfort and assist per policy,Delay the exam until the end of the day,Proceed without immobilization and take multiple quick exposures,B,"Calm, age-appropriate coaching and appropriate guardian assistance improves cooperation and reduces repeats. Immediate restraint may escalate distress and should follow policy and necessity, not be first-line. Delaying may not be clinically appropriate. Multiple exposures increases dose.",chatgpt,2026-02-25,single,B,
HSP-03,1,review,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,skull,,Towne,evaluation criteria,general radiography,The AP axial (Towne) skull projection is primarily used to demonstrate the:,Sella turcica in profile,Occipital bone and foramen magnum region,Parietal bones without distortion,Nasal bones with minimal superimposition,B,The Towne projection emphasizes the occipital bone and foramen magnum region. Lateral sella is a lateral skull. Parietals are better assessed on other skull projections. Nasal bones require dedicated nasal projections.,chatgpt,2026-02-25,single,B,
HSP-04,1,review,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,lumbar spine,,oblique,zygapophyseal joints,general radiography,Lumbar spine obliques are primarily performed to demonstrate the:,Spinous processes,Intervertebral foramina,Zygapophyseal joints,Sacroiliac joints,C,"Lumbar obliques best show zygapophyseal joints. Cervical obliques emphasize foramina, but lumbar foramina are best on lateral. Spinous processes are seen on AP. SI joints are evaluated with dedicated SI views.",chatgpt,2026-02-25,single,C,
HSP-05,1,review,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,pelvis/hip,,rotation,femoral neck,general radiography,"For an AP hip, internal rotation of the affected leg is primarily used to:",Reduce patient dose,Place the femoral neck parallel to the detector,Open the SI joints,Demonstrate the acetabulum in profile,B,"Internal rotation corrects natural femoral anteversion, placing the femoral neck more parallel to the detector and reducing foreshortening. Rotation doesn’t directly reduce dose. SI joints and acetabulum profile require different positioning.",chatgpt,2026-02-25,single,B,
PC-08,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,contrast reaction,general radiography,A patient develops mild urticaria immediately after IV iodinated contrast administration. What is the most appropriate initial response by the radiographer?,Continue exam and document only,Notify radiologist and monitor patient,Administer epinephrine immediately,Initiate CPR,B,"Mild contrast reactions (e.g., urticaria, pruritus) require monitoring and physician notification. Epinephrine is reserved for severe reactions.",chatgpt,2026-02-26,single,B,
PC-09,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,infection control,general radiography,"In the chain of infection, which component represents the method by which a pathogen is transferred from one host to another?",Reservoir,Portal of entry,Mode of transmission,Susceptible host,C,"Mode of transmission refers to the mechanism of spread (direct contact, droplet, airborne, etc.).",chatgpt,2026-02-26,single,C,
PC-10,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,consent,general radiography,A trauma patient is unconscious and requires an emergent CT scan with contrast. No family is present. What type of consent applies?,Written informed consent,Implied consent,Expressed consent,Minor consent,B,Implied consent applies in life-threatening emergencies when immediate treatment is required.,chatgpt,2026-02-26,single,B,
PC-11,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,ergonomics,general radiography,"When transferring a patient from stretcher to table using a transfer board, which principle reduces risk of injury?",Bend at the waist,Keep feet together,Maintain wide base of support,Pull using extended arms only,C,A wide base of support improves stability and reduces musculoskeletal strain.,chatgpt,2026-02-26,single,C,
PC-12,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,medical emergency,general radiography,A patient becomes diaphoretic and confused prior to an exam. They state they are diabetic. What should the radiographer suspect first?,Hyperglycemia,Hypoglycemia,Stroke,Contrast reaction,B,Diaphoresis and confusion are classic signs of hypoglycemia.,chatgpt,2026-02-26,single,B,
PC-13,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,renal function,general radiography,A patient’s eGFR is significantly reduced. What is the primary concern before administering iodinated contrast?,Allergic reaction,Nephrotoxicity,Hyperglycemia,Extravasation,B,Reduced eGFR indicates increased risk of contrast-induced nephropathy.,chatgpt,2026-02-26,single,B,
RPR-06,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,2,,bremsstrahlung,,,general radiography,Bremsstrahlung radiation is produced when an electron:,Strikes outer shell electron,Interacts with filament,Is decelerated near nucleus,Leaves the tube housing,C,Bremsstrahlung results from electron deceleration in the nuclear field.,chatgpt,2026-02-26,single,C,
RPR-07,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,inverse square law,,,general radiography,"If distance from the source is doubled, radiation intensity becomes:",1/2,1/3,1/4,1/8,C,Intensity is inversely proportional to distance squared.,chatgpt,2026-02-26,single,C,
RP-06,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,radiation protection,general radiography,The principle of ALARA applies primarily to:,Patient shielding,Personnel exposure,Equipment QA,Image brightness,B,ALARA specifically addresses minimizing occupational exposure.,chatgpt,2026-02-26,single,B,
RP-07,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,fluoroscopy,general radiography,Increasing source-to-skin distance during fluoroscopy will:,Increase skin dose,Decrease skin dose,Increase magnification,Increase scatter,B,Greater source-to-skin distance reduces skin entrance dose.,chatgpt,2026-02-26,single,B,
RPR-08,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,Compton,,,general radiography,Compton interactions primarily affect:,Image contrast,Spatial resolution,Detector efficiency,Beam filtration,A,Compton scatter increases fog and reduces image contrast.,chatgpt,2026-02-26,single,A,
RP-08,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,PPE,general radiography,The minimum lead equivalent for protective aprons is typically:,0.1 mm Pb,0.25 mm Pb,0.5 mm Pb,1.0 mm Pb,C,Standard protective aprons are 0.5 mm lead equivalent.,chatgpt,2026-02-26,single,C,
RPR-09,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,radiobiology,,,general radiography,Deterministic effects are characterized by:,No threshold,Probability only,Threshold dose,Genetic mutation only,C,Deterministic effects have a threshold and severity increases with dose.,chatgpt,2026-02-26,single,C,
RP-09,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,personnel monitoring,general radiography,A dosimeter should be worn:,Under apron at waist,At collar outside apron,On wrist only,On shoe,B,Collar placement monitors exposure to head and thyroid.,chatgpt,2026-02-26,single,B,
IA-04,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,mAs,,,general radiography,Increasing mAs primarily affects:,Contrast,Density (receptor exposure),Spatial resolution,Beam quality,B,mAs controls quantity of photons reaching receptor.,chatgpt,2026-02-26,single,B,
IA-05,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,kVp,,,general radiography,Increasing kVp while maintaining mAs will:,Increase contrast,Decrease contrast,Decrease penetration,Increase noise,B,Higher kVp increases beam penetration and reduces contrast.,chatgpt,2026-02-26,single,B,
IA-06,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,SID,,,general radiography,Increasing SID while maintaining exposure factors will:,Increase magnification,Decrease magnification,Increase OID,Increase distortion,B,Greater SID reduces magnification.,chatgpt,2026-02-26,single,B,
